,user_id,ab_group,session_id,session_start,session_end,session_date
77,test_user_10226827,1,1,2023-12-02 08:25:19.344502,2023-12-02 08:25:22.288341,2023-12-02
78,test_user_10226827,1,2,2023-12-06 15:34:30.401570,2023-12-06 15:34:38.422123,2023-12-06
79,test_user_10226827,1,3,2023-12-07 16:14:32.416756,2023-12-07 16:16:12.367464,2023-12-07
80,test_user_10226827,1,4,2023-12-11 17:31:54.215390,2023-12-11 17:33:57.620764,2023-12-11
81,test_user_10243628,1,1,2023-12-05 14:17:42.065644,2023-12-05 15:10:18.656062,2023-12-05
82,test_user_10243628,1,2,2023-12-07 16:24:38.749774,2023-12-07 16:38:55.225632,2023-12-07
83,test_user_10243628,1,3,2023-12-07 17:32:12.828569,2023-12-07 17:32:31.218993,2023-12-07
84,test_user_10243628,1,4,2023-12-10 20:28:37.498246,2023-12-10 20:57:49.217380,2023-12-10
85,test_user_10243628,1,5,2023-12-11 17:48:20.258655,2023-12-11 17:53:48.210042,2023-12-11
86,test_user_1024437,1,1,2023-12-07 17:16:55.668808,2023-12-07 17:18:18.170617,2023-12-07
87,test_user_10245483,1,1,2023-12-04 19:28:06.784529,2023-12-04 20:35:44.561175,2023-12-04
88,test_user_1024914,0,1,2023-12-05 15:37:30.797859,2023-12-05 15:37:58.644719,2023-12-05
89,test_user_102502,0,1,2023-12-02 07:14:23.565251,2023-12-02 07:19:14.003656,2023-12-02
90,test_user_102502,0,2,2023-12-02 07:53:46.863932,2023-12-02 07:55:32.640812,2023-12-02
91,test_user_102502,0,3,2023-12-02 08:36:59.041802,2023-12-02 08:37:09.651372,2023-12-02
92,test_user_102502,0,4,2023-12-02 09:10:20.819830,2023-12-02 09:27:11.435566,2023-12-02
93,test_user_102502,0,5,2023-12-02 10:27:03.576103,2023-12-02 10:27:05.620464,2023-12-02
94,test_user_102502,0,6,2023-12-02 22:40:24.123942,2023-12-02 22:41:26.194327,2023-12-02
95,test_user_102502,0,7,2023-12-04 08:16:20.967479,2023-12-04 08:25:49.181115,2023-12-04
96,test_user_102502,0,8,2023-12-13 09:17:19.228444,2023-12-13 09:20:25.989222,2023-12-13
97,test_user_1025073,0,1,2023-12-01 01:18:49.519715,2023-12-01 01:19:08.523673,2023-12-01
98,test_user_1025073,0,2,2023-12-04 21:25:58.825403,2023-12-04 21:26:25.160421,2023-12-04
99,test_user_10253168,0,1,2023-12-01 16:02:52.263314,2023-12-01 16:07:00.452669,2023-12-01
100,test_user_1025868,1,1,2023-12-09 12:40:14.504479,2023-12-09 13:04:06.906409,2023-12-09
101,test_user_10259263,1,1,2023-12-08 10:52:25.252826,2023-12-08 11:21:10.672219,2023-12-08
102,test_user_10259263,1,2,2023-12-09 12:33:16.069728,2023-12-09 12:33:16.165867,2023-12-09
103,test_user_10259263,1,3,2023-12-11 13:23:02.296015,2023-12-11 13:24:24.220113,2023-12-11
104,test_user_10259263,1,4,2023-12-11 14:58:40.593596,2023-12-11 14:59:16.520621,2023-12-11
105,test_user_10263450,0,1,2023-12-04 20:39:48.001906,2023-12-04 20:40:15.962715,2023-12-04
106,test_user_10263450,0,2,2023-12-10 19:23:27.101348,2023-12-10 20:25:24.299634,2023-12-10
107,test_user_10263450,0,3,2023-12-10 21:30:57.973998,2023-12-10 22:23:19.390416,2023-12-10
108,test_user_10263450,0,4,2023-12-11 14:04:48.313560,2023-12-11 14:04:55.009386,2023-12-11
109,test_user_10263450,0,5,2023-12-11 14:52:28.166255,2023-12-11 14:57:37.099707,2023-12-11
110,test_user_10263450,0,6,2023-12-13 20:02:10.748095,2023-12-13 20:11:50.105961,2023-12-13
111,test_user_10264775,0,1,2023-12-09 11:48:05.929368,2023-12-09 12:23:37.848465,2023-12-09
112,test_user_1026716,0,1,2023-12-01 00:41:03.642896,2023-12-01 00:41:19.285654,2023-12-01
113,test_user_10276912,0,1,2023-12-11 18:08:05.188160,2023-12-11 18:08:40.336842,2023-12-11
114,test_user_10276912,0,2,2023-12-13 20:08:51.456511,2023-12-13 20:08:51.456511,2023-12-13
115,test_user_1029419,0,1,2023-12-03 14:34:18.830530,2023-12-03 14:43:55.748914,2023-12-03
116,test_user_1029790,1,1,2023-12-14 12:01:16.982492,2023-12-14 12:02:43.927376,2023-12-14
117,test_user_1030797,1,1,2023-12-10 06:22:55.603197,2023-12-10 07:17:36.405688,2023-12-10
118,test_user_10313853,0,1,2023-12-04 09:43:16.255138,2023-12-04 09:48:10.857218,2023-12-04
119,test_user_10313853,0,2,2023-12-13 19:03:33.392764,2023-12-13 19:14:37.974293,2023-12-13
120,test_user_10313853,0,3,2023-12-13 19:50:56.663184,2023-12-13 19:53:10.763335,2023-12-13
121,test_user_10313853,0,4,2023-12-14 10:54:24.901981,2023-12-14 11:01:12.864992,2023-12-14
122,test_user_10313853,0,5,2023-12-14 11:42:42.678547,2023-12-14 12:52:28.100960,2023-12-14
123,test_user_1034825,1,1,2023-12-03 16:37:16.068455,2023-12-03 16:37:53.250945,2023-12-03
124,test_user_1034825,1,2,2023-12-14 11:46:43.533466,2023-12-14 11:46:48.300504,2023-12-14
125,test_user_10363620,1,1,2023-12-01 02:51:40.355075,2023-12-01 03:46:11.273344,2023-12-01
126,test_user_10363620,1,2,2023-12-02 07:12:32.906322,2023-12-02 07:12:32.906322,2023-12-02
127,test_user_10363620,1,3,2023-12-02 08:17:44.812423,2023-12-02 08:20:12.065795,2023-12-02
128,test_user_10363620,1,4,2023-12-02 08:52:52.253422,2023-12-02 09:46:12.009497,2023-12-02
129,test_user_10363620,1,5,2023-12-02 21:29:40.270351,2023-12-02 22:50:37.341207,2023-12-02
130,test_user_10367701,1,1,2023-12-06 05:17:55.988247,2023-12-06 05:42:07.075805,2023-12-06
131,test_user_10381110,1,1,2023-12-12 07:46:51.944005,2023-12-12 07:47:18.401446,2023-12-12
132,test_user_10393247,1,1,2023-12-13 10:15:22.968874,2023-12-13 10:22:57.311160,2023-12-13
133,test_user_10396533,0,1,2023-12-06 16:11:02.327740,2023-12-06 16:12:41.527773,2023-12-06
134,test_user_1040761,1,1,2023-12-11 18:27:17.651424,2023-12-11 18:52:26.147529,2023-12-11
135,test_user_1040761,1,2,2023-12-13 09:15:46.566493,2023-12-13 09:25:00.778261,2023-12-13
136,test_user_1040761,1,3,2023-12-13 10:20:54.595008,2023-12-13 10:21:01.344230,2023-12-13
137,test_user_1040761,1,4,2023-12-14 13:03:09.870522,2023-12-14 13:06:32.028338,2023-12-14
138,test_user_10408617,0,1,2023-12-01 00:15:10.398508,2023-12-01 00:16:18.711593,2023-12-01
139,test_user_10414500,1,1,2023-12-09 13:01:38.502627,2023-12-09 13:41:15.582378,2023-12-09
140,test_user_1041556,0,1,2023-12-07 16:39:07.575377,2023-12-07 16:39:18.492906,2023-12-07
141,test_user_1041980,1,1,2023-12-08 19:03:56.415800,2023-12-08 19:14:10.576462,2023-12-08
142,test_user_10425895,1,1,2023-12-08 19:40:29.716299,2023-12-08 19:41:26.812178,2023-12-08
143,test_user_10439675,1,1,2023-12-10 21:44:23.997344,2023-12-10 21:46:19.179205,2023-12-10
144,test_user_10446671,0,1,2023-12-01 16:19:49.811507,2023-12-01 16:19:52.921821,2023-12-01
145,test_user_10446671,0,2,2023-12-10 06:27:35.211673,2023-12-10 06:28:02.800346,2023-12-10
146,test_user_10446671,0,3,2023-12-10 22:15:30.118627,2023-12-10 22:25:10.490768,2023-12-10
147,test_user_10459974,0,1,2023-12-05 14:44:15.498043,2023-12-05 14:45:13.034228,2023-12-05
148,test_user_10493258,0,1,2023-12-07 03:33:14.320578,2023-12-07 03:33:20.276656,2023-12-07
149,test_user_10493258,0,2,2023-12-08 10:09:55.566769,2023-12-08 10:10:00.993848,2023-12-08
150,test_user_10493788,0,1,2023-12-03 16:16:47.636551,2023-12-03 16:17:07.773046,2023-12-03
151,test_user_10510695,0,1,2023-12-06 15:20:30.202956,2023-12-06 15:47:22.128486,2023-12-06
152,test_user_10510695,0,2,2023-12-07 03:39:09.423982,2023-12-07 04:42:43.933517,2023-12-07
153,test_user_10510695,0,3,2023-12-08 11:14:26.781544,2023-12-08 11:24:32.723398,2023-12-08
154,test_user_10510695,0,4,2023-12-09 13:30:17.461621,2023-12-09 13:37:35.855806,2023-12-09
155,test_user_10510695,0,5,2023-12-10 04:53:49.822146,2023-12-10 05:15:32.307218,2023-12-10
156,test_user_10510695,0,6,2023-12-10 06:51:45.011539,2023-12-10 06:52:45.314003,2023-12-10
157,test_user_10512868,0,1,2023-12-01 02:51:19.830601,2023-12-01 03:30:18.378456,2023-12-01
158,test_user_10512868,0,2,2023-12-01 05:19:57.021808,2023-12-01 05:20:30.024539,2023-12-01
159,test_user_10512868,0,3,2023-12-04 21:30:06.963181,2023-12-04 21:30:34.348764,2023-12-04
160,test_user_10512868,0,4,2023-12-04 22:36:15.874116,2023-12-04 22:37:48.978150,2023-12-04
161,test_user_10512868,0,5,2023-12-09 14:27:50.587183,2023-12-09 14:27:52.393382,2023-12-09
162,test_user_10512868,0,6,2023-12-13 19:16:27.896983,2023-12-13 21:19:38.196299,2023-12-13
163,test_user_10534492,0,1,2023-12-04 07:27:45.782349,2023-12-04 09:52:11.779573,2023-12-04
164,test_user_10534492,0,2,2023-12-04 22:16:23.308233,2023-12-04 22:33:58.258159,2023-12-04
165,test_user_10534492,0,3,2023-12-05 13:25:12.411304,2023-12-05 13:37:37.443545,2023-12-05
166,test_user_10534492,0,4,2023-12-07 02:18:34.407047,2023-12-07 02:19:12.924562,2023-12-07
167,test_user_10534492,0,5,2023-12-07 02:58:50.767938,2023-12-07 02:58:51.107420,2023-12-07
168,test_user_10534492,0,6,2023-12-14 12:21:34.506800,2023-12-14 12:24:38.513843,2023-12-14
169,test_user_10566080,0,1,2023-12-01 17:10:51.278607,2023-12-01 17:11:37.643342,2023-12-01
170,test_user_10566080,0,2,2023-12-08 18:59:50.822542,2023-12-08 18:59:50.822542,2023-12-08
171,test_user_10566080,0,3,2023-12-10 20:17:41.440927,2023-12-10 20:17:48.844418,2023-12-10
172,test_user_10566080,0,4,2023-12-11 17:49:49.339339,2023-12-11 17:49:51.395804,2023-12-11
173,test_user_10566080,0,5,2023-12-13 10:53:16.609902,2023-12-13 10:53:38.491169,2023-12-13
174,test_user_10566345,0,1,2023-12-03 14:38:55.401184,2023-12-03 14:38:55.796036,2023-12-03
175,test_user_10572440,1,1,2023-12-02 08:38:08.758444,2023-12-02 08:38:08.758444,2023-12-02
176,test_user_10580814,1,1,2023-12-11 15:02:18.898638,2023-12-11 15:04:44.315672,2023-12-11
177,test_user_10580814,1,2,2023-12-12 18:10:36.898612,2023-12-12 18:10:50.344587,2023-12-12
178,test_user_10580814,1,3,2023-12-13 11:11:00.382412,2023-12-13 11:11:04.646217,2023-12-13
179,test_user_10580814,1,4,2023-12-14 12:09:04.884554,2023-12-14 12:10:18.280599,2023-12-14
180,test_user_1060371,1,1,2023-12-11 14:19:53.550502,2023-12-11 14:20:33.718198,2023-12-11
181,test_user_10617384,1,1,2023-12-06 03:45:19.254108,2023-12-06 04:07:55.232524,2023-12-06
182,test_user_10617384,1,2,2023-12-06 04:39:06.930350,2023-12-06 07:39:56.431948,2023-12-06
183,test_user_10617384,1,3,2023-12-12 08:15:44.831921,2023-12-12 09:26:42.794247,2023-12-12
184,test_user_10626182,1,1,2023-12-06 16:23:03.353249,2023-12-06 16:31:36.646780,2023-12-06
185,test_user_1062650,1,1,2023-12-02 22:22:32.674733,2023-12-02 22:22:37.989417,2023-12-02
186,test_user_10632118,0,1,2023-12-08 19:22:47.211522,2023-12-08 19:26:56.573755,2023-12-08
187,test_user_1066625,0,1,2023-12-06 04:15:58.551236,2023-12-06 04:40:40.063783,2023-12-06
188,test_user_1066625,0,2,2023-12-08 19:26:10.850822,2023-12-08 19:28:01.276256,2023-12-08
189,test_user_1066784,0,1,2023-12-10 06:53:47.174711,2023-12-10 06:58:43.464496,2023-12-10
190,test_user_1070494,1,1,2023-12-02 08:05:44.710886,2023-12-02 08:27:41.944459,2023-12-02
191,test_user_10723066,1,1,2023-12-03 14:32:25.212075,2023-12-03 15:38:27.435801,2023-12-03
192,test_user_10723066,1,2,2023-12-03 16:15:25.536377,2023-12-03 16:16:06.401878,2023-12-03
193,test_user_1072932,1,1,2023-12-05 15:32:50.117993,2023-12-05 15:35:12.828404,2023-12-05
194,test_user_1072932,1,2,2023-12-13 09:24:42.353992,2023-12-13 09:24:59.054360,2023-12-13
195,test_user_10732765,1,1,2023-12-12 07:11:05.887750,2023-12-12 07:31:14.472275,2023-12-12
196,test_user_10734143,0,1,2023-12-10 03:32:47.174279,2023-12-10 03:34:48.099867,2023-12-10
197,test_user_1073621,1,1,2023-12-07 00:58:05.769882,2023-12-07 01:08:21.584134,2023-12-07
198,test_user_1073621,1,2,2023-12-07 01:58:05.460711,2023-12-07 01:58:08.386953,2023-12-07
199,test_user_1073621,1,3,2023-12-07 02:37:25.283756,2023-12-07 02:37:27.408251,2023-12-07
200,test_user_1073621,1,4,2023-12-07 03:09:18.001759,2023-12-07 03:09:29.618656,2023-12-07
201,test_user_1073621,1,5,2023-12-08 09:52:58.785732,2023-12-08 10:02:01.518042,2023-12-08
202,test_user_10740026,0,1,2023-12-02 10:00:12.312429,2023-12-02 10:00:58.882200,2023-12-02
203,test_user_10744796,1,1,2023-12-06 05:50:35.879383,2023-12-06 05:52:00.130477,2023-12-06
204,test_user_10744796,1,2,2023-12-06 06:46:57.142318,2023-12-06 06:47:13.396977,2023-12-06
205,test_user_10744796,1,3,2023-12-07 01:05:24.474367,2023-12-07 01:05:42.125596,2023-12-07
206,test_user_10749566,0,1,2023-12-07 04:51:05.386057,2023-12-07 04:52:29.631948,2023-12-07
207,test_user_10756933,1,1,2023-12-01 16:00:59.132071,2023-12-01 16:17:31.381689,2023-12-01
208,test_user_10756933,1,2,2023-12-03 16:02:17.642973,2023-12-03 16:23:05.644371,2023-12-03
209,test_user_10756933,1,3,2023-12-04 20:42:09.464323,2023-12-04 20:48:02.274303,2023-12-04
210,test_user_10761332,0,1,2023-12-01 16:01:29.919551,2023-12-01 17:52:54.734926,2023-12-01
211,test_user_10761332,0,2,2023-12-02 09:59:51.778920,2023-12-02 10:28:34.387408,2023-12-02
212,test_user_10761332,0,3,2023-12-05 13:59:05.614240,2023-12-05 13:59:25.652107,2023-12-05
213,test_user_10761332,0,4,2023-12-06 03:24:58.465022,2023-12-06 03:25:32.530015,2023-12-06
214,test_user_10761332,0,5,2023-12-06 04:30:04.793809,2023-12-06 04:30:24.237344,2023-12-06
215,test_user_10761332,0,6,2023-12-06 06:47:59.317325,2023-12-06 06:58:36.463122,2023-12-06
216,test_user_10761332,0,7,2023-12-06 15:51:54.125210,2023-12-06 16:02:17.015680,2023-12-06
217,test_user_10761332,0,8,2023-12-11 13:31:04.981008,2023-12-11 15:02:10.330903,2023-12-11
218,test_user_10765784,0,1,2023-12-13 09:16:18.441909,2023-12-13 09:46:29.916179,2023-12-13
219,test_user_10765784,0,2,2023-12-13 10:16:32.082710,2023-12-13 10:16:32.082710,2023-12-13
220,test_user_10765784,0,3,2023-12-13 11:05:50.220187,2023-12-13 11:21:30.444026,2023-12-13
221,test_user_10768381,1,1,2023-12-09 11:49:41.203659,2023-12-09 11:49:47.240916,2023-12-09
222,test_user_107749,1,1,2023-12-04 08:09:31.139376,2023-12-04 08:11:03.071844,2023-12-04
223,test_user_107749,1,2,2023-12-07 04:25:08.788249,2023-12-07 04:33:09.815922,2023-12-07
224,test_user_10800711,0,1,2023-12-01 15:56:14.089930,2023-12-01 17:46:30.584405,2023-12-01
225,test_user_10800711,0,2,2023-12-02 07:14:56.798487,2023-12-02 09:46:28.269983,2023-12-02
226,test_user_10800711,0,3,2023-12-02 21:23:55.291929,2023-12-02 23:38:20.815211,2023-12-02
227,test_user_10800711,0,4,2023-12-03 15:16:22.125443,2023-12-03 15:16:30.290610,2023-12-03
228,test_user_10800711,0,5,2023-12-03 16:16:20.022020,2023-12-03 16:44:11.911430,2023-12-03
229,test_user_10800711,0,6,2023-12-04 09:31:46.550689,2023-12-04 09:31:48.083776,2023-12-04
230,test_user_10800711,0,7,2023-12-04 21:40:24.823353,2023-12-04 21:52:56.449263,2023-12-04
231,test_user_10800711,0,8,2023-12-06 16:30:31.630430,2023-12-06 16:31:36.278433,2023-12-06
232,test_user_10800711,0,9,2023-12-10 20:07:23.456171,2023-12-10 20:58:44.153617,2023-12-10
233,test_user_10800711,0,10,2023-12-12 08:48:59.114071,2023-12-12 08:49:04.216916,2023-12-12
234,test_user_10800711,0,11,2023-12-13 10:35:51.029216,2023-12-13 11:13:01.695113,2023-12-13
235,test_user_108014,1,1,2023-12-06 15:24:05.366354,2023-12-06 15:42:51.779067,2023-12-06
236,test_user_108014,1,2,2023-12-06 16:14:22.401213,2023-12-06 16:15:01.270085,2023-12-06
237,test_user_108014,1,3,2023-12-11 13:26:06.093960,2023-12-11 14:00:08.668183,2023-12-11
238,test_user_108014,1,4,2023-12-12 08:50:03.890392,2023-12-12 08:50:06.788963,2023-12-12
239,test_user_1080670,1,1,2023-12-14 11:07:47.488047,2023-12-14 11:08:22.149063,2023-12-14
240,test_user_10817989,1,1,2023-12-08 08:30:51.485997,2023-12-08 08:44:56.547446,2023-12-08
241,test_user_10833677,1,1,2023-12-10 06:46:18.667806,2023-12-10 07:24:24.245892,2023-12-10
242,test_user_10833889,0,1,2023-12-10 06:21:30.874613,2023-12-10 06:26:00.282824,2023-12-10
243,test_user_10855672,1,1,2023-12-01 03:55:13.098640,2023-12-01 03:57:06.217713,2023-12-01
244,test_user_10855672,1,2,2023-12-01 04:36:29.964003,2023-12-01 04:56:00.126375,2023-12-01
245,test_user_1085864,0,1,2023-12-06 15:05:52.143626,2023-12-06 16:02:33.051843,2023-12-06
246,test_user_10861184,1,1,2023-12-12 07:10:00.057477,2023-12-12 07:10:18.800932,2023-12-12
247,test_user_10865530,0,1,2023-12-14 10:57:53.652566,2023-12-14 12:06:50.959823,2023-12-14
248,test_user_10878886,0,1,2023-12-01 15:54:59.991456,2023-12-01 16:10:12.616396,2023-12-01
249,test_user_10878886,0,2,2023-12-03 15:56:38.263115,2023-12-03 15:56:39.489883,2023-12-03
250,test_user_10878886,0,3,2023-12-06 16:13:58.034767,2023-12-06 16:30:29.304044,2023-12-06
251,test_user_10878886,0,4,2023-12-12 06:16:00.489786,2023-12-12 08:00:16.588684,2023-12-12
252,test_user_10878886,0,5,2023-12-12 08:50:52.085398,2023-12-12 08:55:31.663742,2023-12-12
253,test_user_10879840,0,1,2023-12-06 04:03:20.523669,2023-12-06 04:04:02.702699,2023-12-06
254,test_user_10885140,1,1,2023-12-02 07:17:33.855190,2023-12-02 08:55:35.800141,2023-12-02
255,test_user_10885140,1,2,2023-12-02 09:28:40.720235,2023-12-02 10:21:39.696662,2023-12-02
256,test_user_10885140,1,3,2023-12-06 05:46:30.067559,2023-12-06 05:47:51.765039,2023-12-06
257,test_user_10885140,1,4,2023-12-09 12:22:18.808252,2023-12-09 12:33:17.514173,2023-12-09
258,test_user_10885140,1,5,2023-12-12 08:52:19.565851,2023-12-12 09:29:41.194917,2023-12-12
259,test_user_10885140,1,6,2023-12-13 10:44:11.417376,2023-12-13 10:47:33.962764,2023-12-13
260,test_user_108915,1,1,2023-12-06 15:14:11.771581,2023-12-06 15:14:26.469225,2023-12-06
261,test_user_10917417,1,1,2023-12-04 19:38:09.341174,2023-12-04 19:38:09.341174,2023-12-04
262,test_user_10917417,1,2,2023-12-13 19:41:45.287926,2023-12-13 19:58:12.532832,2023-12-13
